spkid,e,q,i,moid,moid_ld
20591179,0.1931,1.098,3.87,0.0912,35.5
20592968,0.5839,0.357,6.24,0.0747,29.1
20594769,0.3120,1.130,26.59,0.305,119
20594913,0.1772,0.457,15.87,0.347,135
20594936,0.7370,0.654,6.76,0.108,41.9
20594938,0.4707,1.158,29.65,0.167,64.8
20595116,0.0281,1.274,7.27,0.3,117
20597171,0.4674,1.240,7.45,0.241,93.8
20598001,0.1445,1.225,17.05,0.296,115
20601696,0.6887,0.462,24.03,0.294,115
20601798,0.6903,0.585,9.28,0.154,60
20604197,0.5537,0.549,25.00,0.235,91.3
20605070,0.5380,0.910,8.96,0.048,18.7
20605489,0.3990,1.266,5.28,0.269,105
20605911,0.2948,1.257,14.50,0.286,111
20606367,0.5027,0.787,25.55,0.107,41.5
20606438,0.3688,1.013,27.11,0.131,50.8
20606441,0.4195,1.042,36.49,0.0403,15.7
20606605,0.6817,0.831,29.03,0.157,61.2
20606702,0.5952,0.446,43.26,0.54,210
20606900,0.4277,1.230,6.43,0.221,86.2
20606908,0.5566,1.169,24.95,0.441,172
20606939,0.1997,1.250,19.00,0.286,111
20608017,0.4595,0.687,27.57,0.252,98.1
20612012,0.7145,0.743,1.56,0.025,9.73
20612013,0.5693,0.962,14.88,0.0841,32.7
20612027,0.2704,0.792,25.03,0.15,58.2
20612050,0.7844,0.490,6.68,0.00404,1.57
20612057,0.5365,1.109,28.12,0.364,142
20612058,0.6174,1.191,9.20,0.237,92.1
20612061,0.4464,1.084,6.07,0.105,40.8
20612064,0.4553,1.148,4.83,0.159,61.8
20612089,0.2747,0.924,21.96,0.0597,23.2
20612091,0.5441,1.169,6.50,0.19,74
20612094,0.1086,0.995,8.68,0.0153,5.95
20612098,0.6447,0.598,10.89,0.00388,1.51
20612103,0.4418,0.985,6.96,0.113,44
20612143,0.6000,0.680,6.34,0.0477,18.6
20612152,0.3897,1.275,4.39,0.269,105
20612162,0.9447,0.121,16.58,0.105,40.8
20612171,0.4956,1.162,12.21,0.158,61.5
20612197,0.2884,0.608,7.68,0.00342,1.33
20612199,0.2986,1.004,18.27,0.161,62.7
20612202,0.3763,1.024,4.42,0.055,21.4
20612210,0.3254,1.003,12.97,0.14,54.4
20612227,0.1877,0.917,6.24,0.0287,11.2
20612267,0.3473,0.887,7.77,0.00588,2.29
20612324,0.5800,1.193,19.52,0.216,84.2
20612326,0.5799,0.747,2.89,0.0287,11.2
20612337,0.4864,0.886,21.73,0.000314,0.122
20612342,0.6671,0.936,6.73,0.034,13.2
20612343,0.4626,0.531,9.49,0.0403,15.7
20612346,0.4783,0.602,6.27,0.0979,38.1
20612348,0.6403,1.015,5.32,0.038,14.8
20612356,0.3050,0.535,4.38,0.021,8.16
20612357,0.8277,0.389,13.39,0.172,66.9
20612358,0.4166,0.622,8.77,0.00758,2.95
20612362,0.5190,0.568,29.59,0.239,93.2
20612363,0.5676,1.058,29.19,0.0873,34
20612364,0.5404,0.917,11.38,0.0831,32.3
20612380,0.3661,1.042,13.86,0.0336,13.1
20612383,0.3812,1.095,14.21,0.0836,32.5
20612443,0.3098,0.667,13.54,0.14,54.7
20612472,0.3826,0.877,16.82,0.0832,32.4
20612484,0.4885,1.201,9.70,0.233,90.5
20612509,0.5755,0.562,5.37,0.0123,4.8
20612522,0.5272,0.955,10.12,0.0244,9.51
20612529,0.2959,1.158,3.77,0.182,71
20612536,0.2893,1.010,13.78,0.0316,12.3
20612541,0.6246,0.975,45.67,0.314,122
20612552,0.2584,1.131,38.39,0.204,79.4
20612556,0.3480,1.177,17.67,0.203,78.9
20612558,0.5548,1.294,8.11,0.315,123
20612563,0.7098,0.678,10.33,0.17,66.1
20612589,0.4345,1.216,7.43,0.227,88.3
20612593,0.4577,0.903,45.38,0.0606,23.6
20612600,0.0820,1.033,2.80,0.051,19.8
20612608,0.6389,1.098,20.91,0.302,118
20612723,0.4848,1.032,4.89,0.0538,20.9
20612750,0.5036,1.115,23.44,0.303,118
20612760,0.0550,1.152,4.54,0.16,62.1
20612777,0.5317,1.019,9.81,0.0685,26.7
20612780,0.5363,0.889,9.77,0.0143,5.56
20612781,0.6384,0.414,35.09,0.071,27.6
20612786,0.3418,0.933,2.58,0.023,8.94
20612800,0.4377,1.211,9.04,0.232,90.3
20612801,0.3292,1.167,12.31,0.177,68.9
20612813,0.6038,0.857,23.29,0.0326,12.7
20612856,0.3892,0.789,7.49,0.0284,11.1
20612901,0.1586,0.885,32.95,0.00305,1.19
20612922,0.6873,0.990,16.97,0.198,76.9
20612924,0.7545,0.488,4.45,0.0239,9.32
20612929,0.4686,1.012,26.05,0.0615,23.9
20612955,0.3263,0.904,10.88,0.111,43.1
20612970,0.3357,0.568,7.90,0.0782,30.4
20612982,0.4636,1.140,6.54,0.168,65.5
20612989,0.7157,0.565,28.46,0.0272,10.6
20612991,0.5353,1.016,6.90,0.0531,20.7
20613010,0.3199,0.664,12.52,0.126,49.1
20613014,0.4794,1.260,15.80,0.32,125
20613096,0.5096,1.065,7.38,0.105,40.9
20613217,0.5895,1.130,37.17,0.146,56.8
20613234,0.7020,0.625,19.32,0.145,56.6
20613286,0.3336,0.495,22.23,0.0192,7.49
20613291,0.7328,0.582,4.63,0.0611,23.8
20613315,0.1266,1.203,13.66,0.235,91.4
20613397,0.5289,0.647,13.78,0.0746,29
20613398,0.3433,0.606,14.61,0.193,75.3
20613400,0.1982,0.766,1.58,0.0171,6.67
20613401,0.5066,1.068,15.17,0.0891,34.7
20613403,0.1795,0.787,10.07,0.00884,3.44
20613420,0.4041,0.693,19.59,0.291,113
20613422,0.4658,1.231,6.33,0.225,87.6
20613433,0.8593,0.309,14.17,0.215,83.5
20613434,0.3094,1.292,38.17,0.476,185
20613439,0.4658,1.177,5.01,0.184,71.4
20613440,0.3784,0.947,10.83,0.123,47.8
20613450,0.6404,0.682,2.85,0.0259,10.1
20613471,0.3003,0.665,1.41,0.0014,0.544
20613496,0.3017,1.058,35.75,0.295,115
20613512,0.5365,0.871,34.66,0.131,51.2
20613527,0.3216,1.284,15.85,0.371,144
20613569,0.4703,0.451,2.95,0.0237,9.22
20613626,0.5320,0.784,14.27,0.0834,32.5
20613676,0.1830,0.641,24.77,0.101,39.5
20613714,0.4765,0.763,4.67,0.0463,18
20613726,0.4101,0.484,21.73,0.0259,10.1
20613763,0.0847,1.187,18.01,0.191,74.5
20613775,0.4499,1.260,7.02,0.271,106
20613814,0.4991,0.526,19.70,0.299,116
20613829,0.2044,0.840,10.25,0.161,62.6
20613862,0.1760,0.782,1.02,0.00562,2.19
20613910,0.6751,0.575,18.98,0.284,110
20613913,0.6014,0.880,41.32,0.0595,23.1
20613939,0.5875,0.273,20.37,0.225,87.6
20613940,0.4181,1.286,22.94,0.501,195
20613949,0.5014,0.476,10.17,0.117,45.6
20613959,0.1643,1.230,31.52,0.331,129
20613964,0.5972,0.763,44.64,0.0734,28.6
20613985,0.1343,1.285,17.59,0.303,118
20613986,0.2958,0.740,7.92,0.0489,19
20613995,0.3340,0.669,1.43,0.0152,5.91
20614088,0.5623,0.782,19.98,0.0616,24
20614134,0.5544,0.348,10.65,0.00335,1.3
20614266,0.6372,1.115,12.86,0.25,97.2
20614313,0.7490,0.567,8.50,0.129,50.1
20614316,0.6205,0.394,16.54,0.051,19.9
20614374,0.6983,0.894,28.01,0.106,41.3
20614406,0.5874,0.734,45.93,0.171,66.7
20614417,0.5888,1.003,10.08,0.128,49.8
20614427,0.4251,1.118,8.91,0.161,62.7
20614433,0.4555,0.818,18.21,0.0016,0.622
20614449,0.7834,0.487,15.53,0.262,102
20614470,0.5954,0.954,6.73,0.0109,4.24
20614478,0.4077,1.175,6.54,0.214,83.1
20614521,0.4830,1.022,3.53,0.0584,22.7
20614599,0.5454,1.026,33.27,0.208,80.9
20614603,0.5299,1.236,7.43,0.268,104
20614643,0.6084,1.064,20.84,0.158,61.3
20614689,0.3872,0.613,13.85,0.0769,29.9
20618348,0.3323,0.573,21.60,0.0695,27
20618350,0.4738,0.818,7.92,0.0342,13.3
20619034,0.5721,0.737,8.94,0.122,47.4
20619106,0.5743,0.704,1.20,0.00561,2.18
20619492,0.3128,1.056,7.89,0.103,40
20619920,0.6489,0.805,7.47,0.0497,19.3
20619926,0.5318,1.238,24.73,0.466,181
20620000,0.5523,0.572,21.42,0.311,121
20620055,0.7062,0.807,20.66,0.0207,8.04
20620056,0.6168,0.833,4.08,0.0186,7.23
20620058,0.8316,0.336,17.31,0.228,88.9
20620059,0.5024,0.593,19.99,0.107,41.7
20620061,0.7021,0.625,9.58,0.163,63.6
20620062,0.4431,0.729,24.14,0.129,50.2
20620063,0.6001,0.739,53.69,0.0199,7.74
20620064,0.4950,1.228,6.40,0.25,97.3
20620066,0.6070,0.733,0.25,0.00115,0.448
20620067,0.7042,0.536,9.42,0.153,59.6
20620068,0.4401,0.835,8.94,0.129,50.2
20620069,0.5219,1.287,24.90,0.503,196
20620070,0.5477,1.036,8.92,0.0686,26.7
20620071,0.8581,0.173,33.42,0.00347,1.35
20620072,0.5613,0.849,11.33,0.0872,33.9
20620073,0.3948,0.747,26.35,0.159,62
20620076,0.6032,1.260,24.98,0.278,108
20620077,0.4101,0.955,32.07,0.0817,31.8
20620078,0.5938,0.463,31.15,0.43,167
20620079,0.4805,0.905,53.23,0.0941,36.6
20620080,0.6449,0.651,21.59,0.293,114
20620082,0.7160,0.594,4.43,0.00865,3.37
20620083,0.6902,0.509,24.46,0.147,57.3
20620084,0.5030,1.041,8.47,0.037,14.4
20620085,0.3332,0.864,25.12,0.0106,4.11
20620089,0.5295,0.648,47.71,0.353,137
20620090,0.6791,0.916,36.50,0.0975,38
20620091,0.6751,0.310,20.54,0.125,48.7
20620092,0.5715,0.794,5.70,0.0264,10.3
20620093,0.2281,1.112,25.87,0.194,75.4
20620094,0.8161,0.600,22.57,0.0147,5.72
20620095,0.6318,0.925,9.87,0.000839,0.327
20620096,0.6159,0.696,5.15,0.00791,3.08
20620097,0.7413,0.351,35.78,0.161,62.7
20620098,0.7460,0.494,26.02,0.42,163
20620099,0.4523,0.885,8.24,0.0453,17.6
20620100,0.5032,0.666,2.89,0.000265,0.103
20620101,0.1612,1.095,22.49,0.0877,34.1
20620102,0.4610,1.112,34.08,0.139,54
20620103,0.5480,0.608,44.36,0.0483,18.8
20620104,0.3985,0.903,48.94,0.0644,25.1
20620105,0.4332,0.848,17.75,0.142,55.1
20620106,0.5254,0.905,7.97,0.0573,22.3
20620107,0.5589,0.888,8.08,0.0413,16.1
20620108,0.2663,1.141,19.17,0.166,64.7
20620844,0.3616,1.269,35.57,0.55,214
20621890,0.6343,0.920,5.74,0.034,13.2
20621911,0.7998,0.506,6.89,0.118,45.9
20622484,0.3504,1.043,39.72,0.0584,22.7
20622577,0.4496,0.708,25.31,0.197,76.8
20622591,0.5388,1.270,11.66,0.302,118
20623769,0.7132,0.380,37.61,0.53,206
20625646,0.5451,0.799,8.23,0.0946,36.8
20625788,0.6265,1.035,5.79,0.086,33.5
20625991,0.5019,0.420,19.43,0.204,79.3
20627157,0.2775,0.871,29.74,0.0342,13.3
20627523,0.5067,1.255,7.96,0.287,112
20628250,0.4031,1.244,3.59,0.233,90.7
20651565,0.3492,0.816,26.55,0.135,52.6
20654647,0.2225,1.148,5.47,0.167,65.1
20657084,0.3799,0.997,23.65,0.0238,9.27
20658883,0.7812,0.362,38.38,0.17,66.3
20659609,0.2485,1.265,22.45,0.288,112
20659952,0.1953,1.255,16.01,0.304,118
20659955,0.2868,1.281,17.87,0.291,113
20660096,0.4181,0.809,19.06,0.0218,8.5
20660483,0.4422,0.979,16.84,0.167,64.9
20660599,0.6499,0.707,24.72,0.302,117
20661492,0.6336,1.200,4.92,0.217,84.6
20662203,0.5465,0.695,7.84,0.0756,29.4
20662390,0.5540,0.835,18.69,0.0557,21.7
20662564,0.6580,0.371,42.50,0.226,87.8
20663005,0.5270,1.239,28.96,0.28,109
20663216,0.4190,0.959,32.58,0.209,81.2
20663491,0.5858,0.690,21.28,0.235,91.5
20663927,0.3572,0.823,15.62,0.148,57.7
20664078,0.4735,0.577,18.64,0.0407,15.8
20664220,0.6056,0.946,72.86,0.246,95.8
20665151,0.7578,0.477,21.98,0.273,106
20665250,0.4799,0.783,31.73,0.183,71.4
20665326,0.3075,0.728,16.53,0.197,76.6
20665382,0.4233,0.960,37.98,0.199,77.3
20665390,0.4766,0.656,5.80,0.0812,31.6
20665429,0.3326,1.115,6.94,0.17,66.3
20666220,0.2484,0.715,11.06,0.0813,31.7
20666241,0.4479,0.499,6.05,0.0329,12.8
20666332,0.2022,1.066,56.99,0.114,44.3
20666360,0.4675,0.566,30.43,0.436,170
20666673,0.2988,1.163,21.42,0.166,64.7
20666729,0.5189,0.817,9.79,0.0446,17.3
20666966,0.8528,0.325,16.21,0.2,77.9
20667255,0.4188,0.802,20.11,0.0441,17.2
20667303,0.3467,0.691,3.62,0.061,23.8
20668499,0.3275,1.065,27.76,0.0962,37.4
20668727,0.3960,0.744,13.44,0.115,44.9
20668779,0.4626,1.117,7.17,0.114,44.3
20668935,0.5404,1.240,8.32,0.271,106
20668949,0.6064,0.783,5.67,0.0265,10.3
20669051,0.5727,0.839,7.91,0.0177,6.89
20669555,0.5630,0.873,5.15,0.0064,2.49
20669608,0.4879,0.571,19.00,0.181,70.3
20670011,0.4041,0.804,7.10,0.0873,34
20670246,0.4093,0.812,32.68,0.176,68.6
20670295,0.7945,0.601,7.95,0.121,47.2
20670610,0.5845,0.510,19.41,0.186,72.2
20670931,0.4535,0.730,26.14,0.236,92
20671076,0.2601,0.864,5.06,0.0257,10
20671243,0.3297,0.869,14.33,0.103,40.2
20671294,0.8867,0.234,25.15,0.00561,2.18
20671970,0.4698,0.973,10.93,0.0127,4.93
20672457,0.7288,0.561,6.58,0.0287,11.2
20672531,0.3567,1.297,21.08,0.33,128
20672745,0.5157,0.895,5.52,0.0301,11.7
20672881,0.5206,1.002,57.13,0.157,61
20673011,0.7013,0.414,9.23,0.0175,6.8
20673566,0.5222,0.568,18.71,0.11,42.8
20673675,0.5771,0.881,4.68,0.0479,18.6
20673677,0.4156,0.892,15.36,0.0779,30.3
20673713,0.6205,0.327,4.55,0.0284,11
20674207,0.4524,0.668,17.75,0.24,93.4
20674590,0.2666,0.893,5.36,0.0109,4.23
20674942,0.5528,0.708,8.58,0.0975,38
20675214,0.3687,1.001,19.24,0.148,57.5
20675481,0.7020,0.767,17.94,0.192,74.6
20675603,0.3891,0.816,2.05,0.015,5.85
20675689,0.6556,0.533,9.55,0.0601,23.4
20675797,0.5616,1.084,9.88,0.178,69.2
20676261,0.8113,0.486,29.01,0.478,186
20676362,0.6945,0.763,16.62,0.225,87.7
20676480,0.2292,1.238,6.57,0.259,101
20677578,0.5120,0.773,36.49,0.233,90.8
20677579,0.9497,0.125,20.88,0.156,60.7
20677600,0.6913,0.539,6.23,0.08,31.1
20677781,0.1458,1.244,28.93,0.283,110
20678010,0.4059,0.876,53.57,0.0527,20.5
20678263,0.4575,0.622,24.22,0.358,139
20678413,0.3052,0.905,22.73,0.00747,2.91
20678715,0.8459,0.345,15.87,0.0479,18.6
20678861,0.4823,0.329,19.85,0.116,45.2
20678899,0.3909,0.945,23.75,0.0569,22.2
20678927,0.3977,0.938,3.33,0.00322,1.25
20678964,0.5456,0.945,5.89,0.0275,10.7
20678976,0.6125,0.798,6.19,0.0242,9.42
20678989,0.7101,0.266,17.24,0.176,68.6
20679164,0.5270,1.291,6.14,0.321,125
20679337,0.5329,0.552,46.96,0.465,181
20679420,0.6576,0.476,66.37,0.402,156
20679440,0.5108,0.900,6.74,0.0446,17.3
20679648,0.3265,0.678,4.45,0.00385,1.5
20679655,0.7456,0.379,4.63,0.0359,14
20679656,0.3523,1.016,8.14,0.01,3.9
20679657,0.8955,0.168,16.53,0.129,50.4
20679756,0.2913,1.125,31.36,0.113,44.1
20679757,0.6364,0.767,13.02,0.0575,22.4
20679786,0.5652,0.908,7.43,0.0164,6.37
20679814,0.3986,0.857,4.60,0.0356,13.9
20679829,0.4925,1.138,16.71,0.127,49.4
20679885,0.4937,0.816,1.42,0.000128,0.0498
20679969,0.2904,1.197,5.67,0.188,73
20686964,0.5191,0.376,49.33,0.0247,9.61
20688126,0.4197,0.706,15.65,0.126,48.9
20688841,0.7323,0.552,7.38,0.109,42.2
20690253,0.8251,0.258,26.66,0.335,130
20693691,0.7374,0.248,36.90,0.172,66.8
20696314,0.4720,0.836,20.19,0.0779,30.3
20696513,0.5450,0.640,4.60,0.00315,1.22
20699726,0.7393,0.544,13.72,0.103,40.2
20706765,0.1903,0.809,20.91,0.082,31.9
20707657,0.4100,1.277,7.47,0.274,107
20709992,0.5867,0.693,30.65,0.146,56.6
20710271,0.5044,0.783,11.09,0.0868,33.8
20712200,0.4227,0.696,24.21,0.00548,2.13
20719002,0.2993,1.087,12.83,0.0974,37.9
20719194,0.7870,0.334,14.35,0.0315,12.3
20719979,0.8420,0.324,34.46,0.498,194
20723136,0.5759,0.360,20.08,0.0558,21.7
20723661,0.5951,0.636,35.19,0.355,138
20726196,0.4031,0.905,17.27,0.0712,27.7
20738442,0.6964,0.647,36.42,0.348,135
20741081,0.4637,0.772,6.02,0.00116,0.453
20741126,0.4033,1.297,5.63,0.303,118
20741232,0.5966,0.575,12.42,0.00923,3.59
20741491,0.7382,0.429,16.45,0.00589,2.29
20741537,0.3156,0.577,32.02,0.0169,6.56
20741640,0.5035,0.566,27.24,0.139,54
20742415,0.5004,0.542,15.63,0.0279,10.9
20742677,0.4277,1.263,6.17,0.26,101
20743213,0.4630,1.221,5.61,0.219,85.2
20743995,0.8477,0.367,18.88,0.22,85.4
20744103,0.5346,1.027,11.31,0.0347,13.5
20744281,0.6890,0.860,18.68,0.0157,6.12
20744852,0.1838,1.251,10.89,0.267,104
20745227,0.5318,0.796,12.37,0.0487,19
20745311,0.4199,0.425,8.24,0.00234,0.91
20746190,0.5148,0.434,21.09,0.0506,19.7
20746192,0.7198,0.418,3.13,0.0157,6.1
20746333,0.2596,0.800,1.72,0.0159,6.2
20746849,0.6066,0.788,31.30,0.0341,13.3
20747011,0.6161,0.321,6.53,0.0534,20.8
20747127,0.4509,0.692,46.44,0.307,120
20747164,0.4502,0.943,37.41,0.149,58.1
20748147,0.6693,0.888,9.26,0.0218,8.48
20748258,0.1506,1.167,17.73,0.284,111
20748283,0.7705,0.468,21.29,0.285,111
20748318,0.4726,1.201,6.20,0.196,76.2
20748611,0.5436,1.290,12.70,0.31,121
20748940,0.7284,0.746,65.96,0.08,31.1
20749081,0.5639,0.983,25.51,0.264,103
20749593,0.3151,0.833,25.87,0.0505,19.6
20749629,0.7119,0.824,9.02,0.0858,33.4
20749995,0.7196,0.702,8.77,0.135,52.4
20749996,0.3442,1.205,17.48,0.269,105
20750500,0.3291,0.834,6.09,0.0177,6.91
20751530,0.6143,1.107,19.93,0.104,40.3
20751784,0.4564,1.283,10.14,0.298,116
20752033,0.4985,1.146,28.66,0.147,57.3
20752296,0.3948,0.953,40.43,0.133,51.7
20752877,0.4769,0.805,27.17,0.193,75.2
20753099,0.5974,1.028,24.45,0.307,119
20753131,0.7992,0.500,10.96,0.159,62
20754217,0.4667,1.256,7.51,0.26,101
20755140,0.3382,0.870,2.28,0.0295,11.5
20755902,0.6293,0.855,44.91,0.0396,15.4
20755919,0.5218,0.894,14.45,0.0304,11.8
20755963,0.6796,0.747,22.41,0.206,80.1
20756064,0.7272,0.329,25.49,0.00281,1.09
20756065,0.6031,0.832,1.97,0.0139,5.41
20756170,0.4223,0.902,14.71,0.0912,35.5
20756248,0.4361,1.141,2.12,0.156,60.6
20756316,0.6336,0.947,11.23,0.0335,13
20756327,0.4140,0.942,2.02,0.0258,10.1
20756476,0.1277,0.865,6.81,0.0573,22.3
20756519,0.4077,1.251,37.99,0.475,185
20756710,0.4778,1.065,5.78,0.0896,34.9
20756769,0.5193,1.244,7.31,0.234,90.9
20756876,0.7196,0.470,42.47,0.519,202
20756880,0.5429,0.738,8.60,0.0317,12.3
20756955,0.6531,0.959,24.23,0.0464,18
20756956,0.4979,1.213,30.56,0.201,78.2
20756957,0.3977,1.287,6.40,0.28,109
20756958,0.5974,1.060,10.57,0.0797,31
20756994,0.5116,0.823,25.97,0.18,70.1
20756995,0.3684,1.239,38.48,0.354,138
20756998,0.5497,1.061,4.37,0.0432,16.8
20761121,0.5959,0.971,2.28,0.01,3.89
20762379,0.1586,0.991,2.76,0.0293,11.4
20771893,0.6222,0.793,4.37,0.00553,2.15
20775475,0.4865,0.785,14.33,0.0711,27.7
20776617,0.1374,0.829,30.02,0.0998,38.8
20778852,0.1488,1.001,9.14,0.00873,3.4
20779817,0.6062,0.865,5.22,0.0253,9.84
20780896,0.2459,1.084,32.55,0.103,40.1
20781912,0.5332,1.087,7.20,0.103,40.2
20783796,0.4805,1.214,12.79,0.245,95.2
20784199,0.3209,1.072,4.29,0.0924,36
20784815,0.1907,0.945,21.09,0.0384,14.9
20785648,0.2670,1.081,9.16,0.0998,38.8
20786229,0.4633,0.796,32.98,0.0507,19.7
20786479,0.4127,0.481,7.19,0.00599,2.33
20786484,0.0919,1.196,9.98,0.225,87.5
20787933,0.5478,1.124,5.97,0.164,63.9
20788042,0.4972,1.074,20.18,0.29,113
20788283,0.5089,1.209,12.42,0.225,87.5
20789058,0.7522,0.588,8.51,0.0107,4.17
20789529,0.4393,0.549,24.98,0.0509,19.8
20789530,0.5268,1.003,8.80,0.048,18.7
20790012,0.1837,1.026,10.39,0.0111,4.32
20790039,0.4754,0.811,15.09,0.0731,28.4
20790064,0.2012,0.814,32.24,0.0773,30.1
20790747,0.6654,0.721,20.53,0.0453,17.6
20790748,0.6196,0.799,20.29,0.0386,15
20790911,0.3025,0.716,22.35,0.278,108
20791223,0.6539,0.336,12.08,0.102,39.7
20791587,0.5947,0.398,2.64,0.0157,6.12
20791942,0.2933,1.107,6.47,0.168,65.3
20791983,0.2336,0.922,17.47,0.106,41.1
20792104,0.4070,1.263,22.69,0.354,138
20792156,0.6141,0.968,13.93,0.00185,0.72
20793297,0.5368,1.242,25.60,0.452,176
20793349,0.5635,0.797,10.34,0.0214,8.31
20793384,0.7158,0.516,7.20,0.0807,31.4
20793531,0.3883,0.841,4.26,0.0215,8.37
20793565,0.1135,1.216,27.47,0.208,80.8
20793578,0.5134,1.270,15.83,0.268,104
20793950,0.4760,1.195,5.45,0.205,79.8
20793962,0.5982,1.130,3.65,0.146,57
20794283,0.4685,1.147,5.36,0.165,64.1
20794730,0.5374,1.087,16.29,0.204,79.5
20794904,0.1465,0.891,9.06,0.0123,4.77
20795322,0.2589,1.227,28.33,0.454,177
20795378,0.7176,0.564,8.01,0.113,43.9
20795661,0.5933,1.223,19.72,0.354,138
20795994,0.3169,1.002,4.88,0.0221,8.61
20795995,0.3909,0.751,12.66,0.166,64.7
20796068,0.8608,0.276,10.01,0.103,39.9
20796120,0.5544,1.127,18.00,0.134,52.2
20796132,0.3789,1.200,12.74,0.287,112
20796478,0.3286,0.930,15.81,0.0882,34.3
20796585,0.4084,1.092,1.54,0.104,40.7
20796734,0.1844,1.280,18.96,0.322,125
20797155,0.4317,1.274,29.92,0.29,113
20797455,0.5162,0.605,1.12,0.00579,2.25
20797489,0.6650,0.452,7.30,0.0245,9.53
20797490,0.3025,1.244,6.54,0.256,99.5
20797508,0.3148,1.105,13.07,0.0993,38.7
20797571,0.1610,1.136,9.26,0.173,67.4
20797684,0.4408,0.666,6.56,0.0317,12.4
20797937,0.6661,0.886,11.36,0.0646,25.1
20797988,0.2877,1.189,16.93,0.237,92.2
20798099,0.2351,1.156,13.90,0.18,69.9
20798171,0.6887,0.588,10.16,0.128,49.6
20798412,0.4533,0.828,9.51,0.0572,22.3
20798730,0.3971,1.081,11.69,0.11,42.7
20798790,0.5531,1.114,16.28,0.15,58.5
20799061,0.5812,1.042,5.54,0.103,40
20799164,0.5929,1.002,24.12,0.0517,20.1
20800056,0.4850,1.220,16.57,0.228,88.7
20800599,0.3369,1.001,18.17,0.0997,38.8
20801525,0.1399,1.085,36.02,0.188,73
20801944,0.3354,1.217,22.79,0.38,148
20802885,0.6940,0.834,14.12,0.0472,18.4
20803308,0.5355,1.050,10.42,0.0467,18.2
20803401,0.4189,0.864,15.22,0.0535,20.8
20804323,0.5756,0.681,11.83,0.043,16.8
20804325,0.4968,0.631,3.95,0.0652,25.4
20804841,0.3692,0.808,5.84,0.08,31.1
20805071,0.3004,1.047,13.04,0.173,67.2
20805737,0.1621,1.094,9.04,0.102,39.8
20805893,0.5300,0.818,42.44,0.143,55.6
20805936,0.3840,1.289,8.30,0.282,110
20806009,0.4205,1.219,4.78,0.21,81.6
20806713,0.4646,1.129,7.49,0.114,44.3
20806899,0.7757,0.570,6.65,0.111,43
20807393,0.2228,1.084,13.13,0.13,50.7
20808521,0.4751,0.745,28.27,0.109,42.3
20808588,0.5536,1.049,3.63,0.0435,16.9
20808862,0.5314,0.585,1.75,0.00778,3.03
20809043,0.3359,1.030,51.20,0.0677,26.4
20809561,0.3629,0.901,15.83,0.0732,28.5
20809699,0.4257,1.237,5.41,0.243,94.4
20809757,0.6049,0.831,14.03,0.112,43.5
20809875,0.5272,0.757,40.06,0.00284,1.1
20810074,0.7487,0.464,11.05,0.166,64.6
20811221,0.5161,1.008,5.26,0.00965,3.76
20812544,0.7732,0.409,13.79,0.201,78.1
20812769,0.5610,0.882,14.23,0.0391,15.2
20813064,0.4327,1.221,3.07,0.213,82.8
20813247,0.5105,1.059,6.42,0.113,43.8
20813475,0.3612,1.296,7.72,0.336,131
20813870,0.6245,0.788,30.15,0.138,53.6
20813899,0.3649,0.728,22.86,0.0111,4.31
20815335,0.3833,0.933,38.96,0.0327,12.7
20816502,0.4365,1.117,70.07,0.295,115
20817368,0.3379,0.723,11.89,0.144,56
20817851,0.4273,1.279,7.59,0.281,109
20817966,0.1221,1.052,32.60,0.034,13.2
20818015,0.2346,1.240,13.26,0.232,90.2
20818155,0.4079,0.876,6.85,0.0775,30.2
20818298,0.5813,1.065,32.11,0.241,93.8
20819229,0.5216,0.593,4.76,0.0646,25.2
20819287,0.2427,1.284,36.40,0.443,172
20819795,0.4938,0.658,13.52,0.215,83.8
20820090,0.3162,1.163,20.78,0.152,59
20821523,0.7698,0.667,18.26,0.236,91.9
20824839,0.7657,0.466,46.78,0.545,212
20825328,0.0793,1.141,5.43,0.172,66.8
20825486,0.1450,1.292,21.53,0.332,129
20825909,0.3499,0.789,18.10,0.189,73.7
20826212,0.3895,1.299,6.10,0.307,120
20826387,0.5042,0.925,11.79,0.0266,10.3
20826640,0.6802,0.515,5.86,0.091,35.4
20826663,0.2461,0.924,10.15,0.00429,1.67
20826726,0.5412,0.936,36.51,0.305,119
20826749,0.6981,0.765,9.26,0.137,53.3
20826775,0.4783,0.769,9.85,0.13,50.8
20826799,0.6491,0.889,40.26,0.00906,3.52
20826847,0.6992,0.780,33.09,0.223,86.7
20826869,0.4684,0.876,11.79,0.0548,21.3
20826914,0.4698,1.077,1.07,0.0684,26.6
20826936,0.5037,0.773,8.43,0.0024,0.933
20826941,0.5782,0.985,7.87,0.0101,3.93
20826946,0.4581,1.218,2.51,0.219,85.2
20827103,0.2460,1.278,0.60,0.293,114
20827121,0.2315,1.132,14.16,0.127,49.5
20827146,0.5503,1.048,5.59,0.0467,18.2
20827552,0.8281,0.365,11.78,0.094,36.6
20827574,0.4372,1.133,4.40,0.145,56.3
20827991,0.3511,0.698,2.19,0.00636,2.48
20828093,0.4491,1.262,9.04,0.295,115
20828399,0.6163,0.736,8.18,0.0694,27
20828465,0.4497,1.289,7.62,0.297,115
20828534,0.8611,0.311,4.19,0.0232,9.02
